content,score,sentiment,cleaned_content
kok masuk di seluler gak bisa2,1,Negatif,kok masuk di seluler tidak bisa
"Saya login lewat IKD Kenapa tidak bisa, malah ada keterangan Kuota SSO telah habis. Padahal baru buat IKD dan langsung coba login",1,Negatif,saya login lewat ikd kenapa tidak bisa malah ada keterangan kuota sso telah habis padahal baru buat ikd dan langsung coba login
Data dari aplikasi peduli lindungi keluarga saya hilang semua setelah migrasi ke sini,1,Negatif,data dari aplikasi peduli lindungi keluarga saya hilang semua setelah migrasi ke sini
susah login. knp yah. ribet sumpah pdhl no sma email pas aplikasi peduliindungi bisa. skrgmalah gbsa msuk pke pin,1,Negatif,susah login knp yah ribet sumpah pdhl no sma email pas aplikasi peduliindungi bisa skrgmalah gbsa msuk pke pin
Sertifikat vaksin tidak bisa d unduh,1,Negatif,sertifikat vaksin tidak bisa d unduh
"Bagus, mudah digunakan",5,Positif,bagus mudah digunakan
RIBET BUAT DAFTAR NYA,1,Negatif,ribet buat daftar nya
Baik,5,Positif,baik
"Belum pernah daftar tp waktu mau daftar, mengisi biodata dan klik DAFTAR malah ada tulisan sdh terdaftar.lalu coba masuk dengan email dan nomer hp juga ada tulisan blm terdaftar.bagaimana ini loginnya..",1,Negatif,belum pernah daftar tapi waktu mau daftar mengisi biodata dan klik daftar malah ada tulisan sudah terdaftarlalu coba masuk dengan email dan nomer hp juga ada tulisan belum terdaftarbagaimana ini loginnya
"Ini bagaimna ya respon nya? Bintang udh makin turun tapi gaada perbaikan samsek dari pusat. Fungsi untuk bintang buat apa ya ini,,, ini saya udh berkali kali nyoba log in tapi kendala trs, bilangnya verifikasi kode tapi smpek sekarang kode verifikasinya tdk muncul. Sy kira akun gmail saya yg bermasalah, trnyata saya coba untuk kirim pesan diakun email lain bisa masuk, tapi kode verifikasi buat masuk di akun SSM tdk ada. Tolong respon nya 🙏, sudah 2025 gini malah update tan nya kek taik nyusahin",1,Negatif,ini bagaimna ya respon nya bintang sudah makin turun tapi gaada perbaikan samsek dari pusat fungsi untuk bintang buat apa ya ini ini saya sudah berkali kali nyoba log in tapi kendala trs bilangnya verifikasi kode tapi smpek sekarang kode verifikasinya tidak muncul saya kira akun gmail saya yang bermasalah trnyata saya coba untuk kirim pesan diakun email lain bisa masuk tapi kode verifikasi buat masuk di akun ssm tidak ada tolong respon nya sudah gini malah update tan nya kek taik nyusahin
Saya sudah melakukan vaksin 1 dan 2.. Tapi kenapa setelah update ke yg baru..malah belum vaksin.. Ga jelas,2,Negatif,saya sudah melakukan vaksin dan tapi kenapa setelah update ke yang barumalah belum vaksin ga jelas
"Saya baru download. Mendaftar tdk bisa katanya sdh terdaftar. Saat login masuk, email dan no telp tdk terdeteksi. Gmn ni min. Ada solusinya? Saya kasih 4 bintang dulu. Smg bisa cpt upgrade appnya.",4,Positif,saya baru download mendaftar tidak bisa katanya sudah terdaftar saat login masuk email dan no telp tidak terdeteksi gmn ni min ada solusinya saya kasih bintang dulu smg bisa cpt upgrade appnya
"Bagaiamna jika lupa email dan kata sandi ,jika mau masuk",1,Negatif,bagaiamna jika lupa email dan kata sandi jika mau masuk
Luarbiasa,5,Positif,luarbiasa
Sudah berapa 6 bulan gak ada konfirmasi balik dari help desknya gimana akun saya gak bisa di buka padahal data2 sudah di berikan...,1,Negatif,sudah berapa bulan tidak ada konfirmasi balik dari help desknya gimana akun saya tidak bisa di buka padahal data sudah di berikan
Bagusss,5,Positif,bagusss
Bagus,5,Positif,bagus
"Sudah pernah mendaftar tapi pas login muncul notif email belum terdaftar, pas coba daftar dengan email yang sama, muncul notif email sudah terdaftar. Coba login menggunakan fitur di aplikasi yg sinkron dengan identitas kependudukan digital, 3 kali ku coba sampe habis kuota login. Hai kemenkes, gimana nanti klu sudah berjalan untuk cek kesehatan gratis nya, aku warga indonesia loh. Syarat mu harus daftar lewat aplikasi ini buat ribet tau.",1,Negatif,sudah pernah mendaftar tapi pas login muncul notif email belum terdaftar pas coba daftar dengan email yang sama muncul notif email sudah terdaftar coba login menggunakan fitur di aplikasi yang sinkron dengan identitas kependudukan digital kali ku coba sampe habis kuota login hai kemenkes gimana nanti klu sudah berjalan untuk cek kesehatan gratis nya aku warga indonesia loh syarat mu harus daftar lewat aplikasi ini buat ribet tau
"Aplikasi gaje login aja susah.pas mau login email belum terdaftar,giliran pas mau bikin akun baru emailnya udh terdaftar.gaje banget dah",1,Negatif,aplikasi gaje login saja susahpas mau login email belum terdaftargiliran pas mau bikin akun baru emailnya sudah terdaftargaje banget dah
Kocak,1,Negatif,kocak
"Mau download selalu perangkat tidak kompatibel, padahal hp sudah OS android. Apa harus ganti hp/beli hp baru untuk bisa menikmati fasilitas pemeriksaan gratis...?",1,Negatif,mau download selalu perangkat tidak kompatibel padahal hp sudah os android apa harus ganti hpbeli hp baru untuk bisa menikmati fasilitas pemeriksaan gratis
Bagus,5,Positif,bagus
kenapa proses untuk login susah banget?,1,Negatif,kenapa proses untuk login susah banget
Bagus,5,Positif,bagus
"Akun sudah terdaftar padahal baru ini gw download dan daftar KOCAK, UNTUK aplikasi ini buat fitur face recognition(scan wajah) jadi kalau login atau daftar gunakan wajah yg sesuai KTP ,agar orang orang nakal atau oknum nakal Tidak bisa mendaftar mengunakan akun penduduk. Kemaren gw daftar prakerja sudah terdaftar ini juga saat daftar ehh malah udh ke daftar duluan, siapaa si yang make nik KTP ku, tolong untuk apk ini di update dan tambahkan fitur ""scan wajah""",1,Negatif,akun sudah terdaftar padahal baru ini saya download dan daftar kocak untuk aplikasi ini buat fitur face recognitionscan wajah jadi kalau login atau daftar gunakan wajah yang sesuai ktp agar orang orang nakal atau oknum nakal tidak bisa mendaftar mengunakan akun penduduk kemaren saya daftar prakerja sudah terdaftar ini juga saat daftar ehh malah sudah ke daftar duluan siapaa si yang make nik ktp ku tolong untuk aplikasi ini di update dan tambahkan fitur scan wajah
"Baguusss, bisa cek kesehataan!",5,Positif,baguusss bisa cek kesehataan
Ok,5,Positif,ok
"Sudah vaksin 2x tapi di seritifikat aplikasi malah ada 1, aneh banget padahal pas awal2 sebelum di perbarui masih 2 kenapa sekarang jadi 1, terus mau upload nya juga susah terus. Gimana ini?",1,Negatif,sudah vaksin x tapi di seritifikat aplikasi malah ada aneh banget padahal pas awal sebelum di perbarui masih kenapa sekarang jadi terus mau upload nya juga susah terus gimana ini
Semangat,5,Positif,semangat
Okay,5,Positif,okay
mantapp,5,Positif,mantapp
Ra ceto,1,Negatif,ra ceto
"Apaan mau coba cek vaksin malah gak bisa, buka di web juga di arahin ke web judol",1,Negatif,apaan mau coba cek vaksin malah tidak bisa buka di web juga di arahin ke web judol
Baik dan berguna bagi warga Indonesia,5,Positif,baik dan berguna bagi warga indonesia
Gak bisa ganti nama yg salah didaftarkan orang lain,1,Negatif,tidak bisa ganti nama yang salah didaftarkan orang lain
"Kode OTP d kirim k WA datangnya lama bener butuh 6 jam lebih baru da notif. Dimasukkan udah expired dan harus masukin lagi, nunggu lama. Terakhir hanya nunggu 1 menit udah muncul tapi muncul ""not attempt"" mulu kgk masuk2. Tolong perbaiki. Jangan hanya buang anggaran doang",1,Negatif,kode otp d kirim k wa datangnya lama bener butuh jam lebih baru da notif dimasukkan sudah expired dan harus masukin lagi nunggu lama terakhir hanya nunggu menit sudah muncul tapi muncul not attempt mulu kgk masuk tolong perbaiki jangan hanya buang anggaran doang
Sangat membantu,5,Positif,sangat membantu
"Saking bagus aplikasinya, saya baru download mau daftar katanya akun sudah terdaftar, tapi tdk bisa login akun baik lewat email, KTP, atau no HP. Tulisannya email dan no hp tdk terdaftar. Helpdesk juga tidak jelas. Padahal dikejardeadline. Sungguh luar biasa.",1,Negatif,saking bagus aplikasinya saya baru download mau daftar katanya akun sudah terdaftar tapi tidak bisa login akun baik lewat email ktp atau no hp tulisannya email dan no hp tidak terdaftar helpdesk juga tidak jelas padahal dikejardeadline sungguh luar biasa
"Kenapa gak bisa memasukan no tlpn, anehh.",2,Negatif,kenapa tidak bisa memasukan no tlpn anehh
"apalah, login nya gk jelas,,klik daftar akun sudah terdaftar, giliran masuk gada verivikasi otp masuk ,gak jelas bgt🥱",1,Negatif,apalah login nya tidak jelasklik daftar akun sudah terdaftar giliran masuk gada verivikasi otp masuk tidak jelas banget
Ok goodjob,5,Positif,ok goodjob
mantappp,5,Positif,mantappp
"Aneh, lupa email tapi ga bisa di reset, tapi pas mau direset harus masukkan email yang udah lupa aneh, sangat sangat snagatlah aneh sekali",1,Negatif,aneh lupa email tapi ga bisa di reset tapi pas mau direset harus masukkan email yang sudah lupa aneh sangat sangat snagatlah aneh sekali
"Dear Dinkes, Terima kasih sudah menciptakan aplikasi ini semoga semua massarakat Indonesia bisa sehat dan sejahtera. Terima kasih 🙏🏻 Sukses selalu Best Regards SG",5,Positif,dear dinkes terima kasih sudah menciptakan aplikasi ini semoga semua massarakat indonesia bisa sehat dan sejahtera terima kasih sukses selalu best regards sg
Jadi lebih mudah mengetahui kondisi penyakit kita,5,Positif,jadi lebih mudah mengetahui kondisi penyakit kita
Dgn Satu Sehat kita bisa melihat status kesehatan kita secara berjangka Semoga kedepan generasi kita menjadi lebih baik dan berkualitas Tingkatkan terus program kesehatan seluruh rakyat Indonesia menjadi yg terdepan,5,Positif,dengan satu sehat kita bisa melihat status kesehatan kita secara berjangka semoga kedepan generasi kita menjadi lebih baik dan berkualitas tingkatkan terus program kesehatan seluruh rakyat indonesia menjadi yang terdepan
"Stuck di verifikasi ngelag ga bisa masuk.. apa mungkin internetnya ga stabil? Tapi saya buka halaman lain lancar2 saja.. suruh balik lagi masukin data. Sudah masukin data katanya sudah percobaan login beberapa kalo suruh coba lagi nanti. Bingung, lihat review aplikasinya dulu siapa tw dapat pencerahan, hmmmm.. ternyata banyak juga problem yg sama seperti saya. Kalo ga butuh, males download app dari pemerintah... karna sudah tw pasti kayak gini.. tolong pemerintah buat aplikasi yg matang dulu..",2,Negatif,stuck di verifikasi ngelag ga bisa masuk apa mungkin internetnya ga stabil tapi saya buka halaman lain lancar saja suruh balik lagi masukin data sudah masukin data katanya sudah percobaan login beberapa kalau suruh coba lagi nanti bingung lihat review aplikasinya dulu siapa tw dapat pencerahan hmmmm ternyata banyak juga problem yang sama seperti saya kalau ga butuh males download app dari pemerintah karena sudah tw pasti kayak gini tolong pemerintah buat aplikasi yang matang dulu
"Apk ga beres,lambat banget responnya,mau ngecek vaksin doang berkali kali gagal malah ga dikasih login lagi",2,Negatif,aplikasi ga bereslambat banget responnyamau ngecek vaksin doang berkali kali gagal malah ga dikasih login lagi
Mau login aja ga bisa²,1,Negatif,mau login saja ga bisa²
Bingung mau komen apa,1,Negatif,bingung mau komen apa
Ok,5,Positif,ok
"Tidak bisa masuk ke akun karena butuh kode verifikasi dari WhatsApp. Setelah ditunggu g ada kode yg kekirim di WhatsApp. Udah berkali-kali nyoba tetep aja, NIHIL.",1,Negatif,tidak bisa masuk ke akun karena butuh kode verifikasi dari whatsapp setelah ditunggu g ada kode yang kekirim di whatsapp sudah berkalikali nyoba tetep saja nihil
"Kalo blom siap, gak usah kasih informasi lah, udah daftar waktu itu mua login lagi susah dapet kode verifikasi",1,Negatif,kalau blom siap tidak usah kasih informasi lah sudah daftar waktu itu mua login lagi susah dapet kode verifikasi
Sangat bermanfaat,5,Positif,sangat bermanfaat
Jelek.,1,Negatif,jelek
Udah login berkali kali email/no.telpon ngga bisa,1,Negatif,sudah login berkali kali emailnotelpon ngga bisa
Okk,5,Positif,okk
Bagus,5,Positif,bagus
kenapa tidak bisa verifikasi menggunakan ktp digital tolong di perbaiki,2,Negatif,kenapa tidak bisa verifikasi menggunakan ktp digital tolong di perbaiki
Puas,5,Positif,puas
"tolong bgt ini gimana min, saya masuk ga bisa, daftar ga bisa, tulisannya hubungi helpdesk giliran minta bantuan malah ada gangguan. ga bisa kepake ini aplikasi tolong dong bantuannyaaaaa",1,Negatif,tolong banget ini gimana min saya masuk ga bisa daftar ga bisa tulisannya hubungi helpdesk giliran minta bantuan malah ada gangguan ga bisa kepake ini aplikasi tolong dong bantuannyaaaaa
aplikasi lumayan baguss dan berguna,4,Positif,aplikasi lumayan baguss dan berguna
Good,5,Positif,good
Apk keren,1,Negatif,aplikasi keren
Aneh pas klik lupa pin suruh perbaharui data tapi gak bisa di save tombol kembali pun gak ada,1,Negatif,aneh pas klik lupa pin suruh perbaharui data tapi tidak bisa di save tombol kembali pun tidak ada
Bagus,1,Negatif,bagus
aplikasi kaya gini ngabisin banyak anggaran negara??? KOCAG,1,Negatif,aplikasi kaya gini ngabisin banyak anggaran negara kocag
"Gk jelas, udah pernah daftar pake Gmail yang sudah didaftarkan, pas masuk malah dibilang akun Gmail tidak di temukan, kocak",1,Negatif,tidak jelas sudah pernah daftar pakai gmail yang sudah didaftarkan pas masuk malah dibilang akun gmail tidak di temukan kocak
Aplikasinya tidak terbuka,1,Negatif,aplikasinya tidak terbuka
"Ga bisa masuk karna email bermasalah , sedangkan mau daftar ulang tapi email sudah ke daftar ,gimana sih",1,Negatif,ga bisa masuk karena email bermasalah sedangkan mau daftar ulang tapi email sudah ke daftar gimana sih
Susah login aplikasi,1,Negatif,susah login aplikasi
Bagus aplikasi nya,5,Positif,bagus aplikasi nya
Good,5,Positif,good
Sudah ada,1,Negatif,sudah ada
"Tolong dong masa saya login ktanya udah punya akun, kok malah ga bisa masuk padahal nomor SMA email udah di masukin tetep ga bisa, aturan ada fitur buat ganti email kek apa lah",1,Negatif,tolong dong masa saya login ktanya sudah punya akun kok malah ga bisa masuk padahal nomor sma email sudah di masukin tetep ga bisa aturan ada fitur buat ganti email kek apa lah
"Nice aplikasi yang sangat mantap dengan bufering Mulu, jaringan nya harus apa ya biar GK bufering, harus 10G+ ?",1,Negatif,nice aplikasi yang sangat mantap dengan bufering mulu jaringan nya harus apa ya biar tidak bufering harus g
"mohon mff sangat jelek,mau masuk ga bisa terus padahal udh punya akun,mau daftar lgi katanya udah terdaftar,jdi pusing....",1,Negatif,mohon mff sangat jelekmau masuk ga bisa terus padahal sudah punya akunmau daftar lgi katanya sudah terdaftarjdi pusing
"Gabisa download sertifikat vaksin, ga niat bikin aplikasi.",1,Negatif,gabisa download sertifikat vaksin ga niat bikin aplikasi
"sudah lama tidak digunakan, pas buka lagi lupa email, daftar ulang lagi, dibilang akun sudah terdaftar, terus suruh pakai email lama yang saya lupa, gimana ini",1,Negatif,sudah lama tidak digunakan pas buka lagi lupa email daftar ulang lagi dibilang akun sudah terdaftar terus suruh pakai email lama yang saya lupa gimana ini
Bermanfaat dan berguna buat kesehatan,5,Positif,bermanfaat dan berguna buat kesehatan
Sangat bermanfaat aplikasi ini,5,Positif,sangat bermanfaat aplikasi ini
"Semua serba ribet, Muali dari daftar, login, verifikasi pokonya semuanya",1,Negatif,semua serba ribet muali dari daftar login verifikasi pokonya semuanya
ayo mulai hidup sehatt,5,Positif,ayo mulai hidup sehatt
Oke,5,Positif,oke
"Customer service nya gak niat kerja apa gimana? Gw udah minta bantuan beberapa Minggu lalu gak ada respon, gw mau liat sertifikat vaksin dulu malah gak di respon respon, TIDAK RAMAH!!!",1,Negatif,customer service nya tidak niat kerja apa gimana saya sudah minta bantuan beberapa minggu lalu tidak ada respon saya mau liat sertifikat vaksin dulu malah tidak di respon respon tidak ramah
"Sangat membantu dengan satu sehat, ayuuuuk segera downloud satu sehat",5,Positif,sangat membantu dengan satu sehat ayuuuuk segera downloud satu sehat
Mau masuk aja susaaaaahhhh....,1,Negatif,mau masuk saja susaaaaahhhh
"Aplikasi apaan ini, dikit2 suruh update, giliran mau lihat hasil vaksin kaga bisa... aplikasi kureng..",1,Negatif,aplikasi apaan ini dikit suruh update giliran mau lihat hasil vaksin kaga bisa aplikasi kureng
"mohon responnya, udag ngehubungi karena no hp dan email sudah tidak aktif lagi, mau daftar gak bisa, karena udah ada akunnya, cara gantinya gimana ?",1,Negatif,mohon responnya udag ngehubungi karena no hp dan email sudah tidak aktif lagi mau daftar tidak bisa karena sudah ada akunnya cara gantinya gimana
Terima kasih Sy sudah bisa mengakses kembali SATUSEHAT,5,Positif,terima kasih saya sudah bisa mengakses kembali satusehat
"aplikasi belum siap SDH dipublik, masak nama SDH benar dianggap salah terus termasuk email dll, jangan bodohhh yaa di tengah2 kecanggihan teknologi !! Bag programernya ini TOLOL !!!!",1,Negatif,aplikasi belum siap sudah dipublik masak nama sudah benar dianggap salah terus termasuk email dll jangan bodohhh yaa di tengah kecanggihan teknologi bag programernya ini tolol
"Tidak bisa cek identitas kependudukan digital, Saat ingin mengirim pin otomatis melalui SMS tidak terkirim - kirim. Setuju banget dengan semua ulasan buruk untuk aplikasi ini.",1,Negatif,tidak bisa cek identitas kependudukan digital saat ingin mengirim pin otomatis melalui sms tidak terkirim kirim setuju banget dengan semua ulasan buruk untuk aplikasi ini
"Makasih ya aku donlot sertifikat vaksin mudah, aku suka toolsnya imyut lusyu kyk ak.",5,Positif,makasih ya aku donlot sertifikat vaksin mudah aku suka toolsnya imyut lusyu kyk ak
"Aplikasi SATUSEHAT Mobile ini sangat bagus untuk saya mendeteksi kualitas udara di lingkungan saya dan sekitarnya, semoga aplikasi ini dikembangkan lagi. Terima Kasih🙏🏻",5,Positif,aplikasi satusehat mobile ini sangat bagus untuk saya mendeteksi kualitas udara di lingkungan saya dan sekitarnya semoga aplikasi ini dikembangkan lagi terima kasih
Aplikasi apaan sich ini heran di butuhkan buat cek vaksin malah gk bsa msuk g bisa di akses sruh msk email jg gk bsa pke email brp c beda jg g bsa maksudnya apa coba,1,Negatif,aplikasi apaan sich ini heran di butuhkan buat cek vaksin malah tidak bsa msuk g bisa di akses sruh msk email jg tidak bsa pke email brp c beda jg g bsa maksudnya apa coba
Sangat membantu,5,Positif,sangat membantu
Bagus,5,Positif,bagus
"Pergatian kaca mata untuk klas 1 di optik cuma rp 330,-trimakasih walaupun tomboknya rp 670,-( 2xlipat )",2,Negatif,pergatian kaca mata untuk klas di optik cuma rp trimakasih walaupun tomboknya rp xlipat
Saya berterima kasih atas aplikasi ini,5,Positif,saya berterima kasih atas aplikasi ini
"Mau login ke akun gk bisa ,soal nya mau kartu vaksin malah gk bisa login",1,Negatif,mau login ke akun tidak bisa soal nya mau kartu vaksin malah tidak bisa login
G bisa di download,1,Negatif,g bisa di download
Bagus mengetahui apa saja kekurangan dari kita saya jadi bisa tahu fisik saya dan kesehatan saya terimakasih,5,Positif,bagus mengetahui apa saja kekurangan dari kita saya jadi bisa tahu fisik saya dan kesehatan saya terimakasih
Saya sudah mempunyai akun yang sudah terdaftar tetapi pada saat saya mau coba masuk malah akun tidak ditemukan pada saat saya coba daftar ulang malah tidak bisa akun sudah terdaftar ?. Di web pun tidak bisa.,2,Negatif,saya sudah mempunyai akun yang sudah terdaftar tetapi pada saat saya mau coba masuk malah akun tidak ditemukan pada saat saya coba daftar ulang malah tidak bisa akun sudah terdaftar di web pun tidak bisa
Aplikasi mudah d akses,5,Positif,aplikasi mudah d akses
Cara lihat strifikat vaksin,5,Positif,cara lihat strifikat vaksin
Aplikasi nya berbelit belit,1,Negatif,aplikasi nya berbelit belit
omong kosong saya masukan code verivfikasi berkali kali sampe minta berkali kali kirim kode tapi ngk bisa daftat jangan douload apk ini jelek ngk jelas,1,Negatif,omong kosong saya masukan code verivfikasi berkali kali sampe minta berkali kali kirim kode tapi ngk bisa daftat jangan douload aplikasi ini jelek ngk jelas
"Malam. Saat saya mau daftar akun, kok disitu tertulis ""akun telah terdaftar, mohon hubungi helpdesk untuk masuk ke akun"" padahal ini pertama kali saya download aplikasi SATUSEHAT mobile? Mohon bantuannya",4,Positif,malam saat saya mau daftar akun kok disitu tertulis akun telah terdaftar mohon hubungi helpdesk untuk masuk ke akun padahal ini pertama kali saya download aplikasi satusehat mobile mohon bantuannya
"Gimana sih ,kok gak bisa login ,udah masuk nik ,email dll jg gak mau",2,Negatif,gimana sih kok tidak bisa login sudah masuk nik email dll jg tidak mau
keren dan bermanfaat,5,Positif,keren dan bermanfaat
Ga jelas fitur lupa pasword ga ada,1,Negatif,ga jelas fitur lupa pasword ga ada
"Akun atas nama helmi khaerulloh gak bisa masuk aplikasi karena nomer udah ganti email ganti tp nomor ktp udah terdaftar di aplikasi peduli lindung ,,,udah saya daftar tp pake akun ibu moga aja bisa di tautkan",1,Negatif,akun atas nama helmi khaerulloh tidak bisa masuk aplikasi karena nomer sudah ganti email ganti tapi nomor ktp sudah terdaftar di aplikasi peduli lindung sudah saya daftar tapi pakai akun ibu moga saja bisa di tautkan
kerennn,5,Positif,kerennn
Bagus banget ini sangat bermanfaat buat saya karena ngelink dengan bpjs kesehatan kita dapat melihat riwayat medis kita termasuk sudah vaksin apa saja.,5,Positif,bagus banget ini sangat bermanfaat buat saya karena ngelink dengan bpjs kesehatan kita dapat melihat riwayat medis kita termasuk sudah vaksin apa saja
jelek aplikasinya ngak bisa masuk masuk ribet,1,Negatif,jelek aplikasinya ngak bisa masuk masuk ribet
Aplikasi nya cuma muter2 aja loadingnya,2,Negatif,aplikasi nya cuma muter saja loadingnya
Mantap..,5,Positif,mantap
baikk,5,Positif,baikk
Sangat membantu sekali program ini,5,Positif,sangat membantu sekali program ini
Pentingnya,5,Positif,pentingnya
"tolong untuk pendaptaran atau login di mudahkan saja, ga usah ribet2 toh tidak akan yg menghack, ini pengguna kbnykan umur2 manula susah , orang tua, hpnya agk jadul,,",5,Positif,tolong untuk pendaptaran atau login di mudahkan saja ga usah ribet toh tidak akan yang menghack ini pengguna kbnykan umur manula susah orang tua hpnya agk jadul
TIDAK BISA DAFTAR,1,Negatif,tidak bisa daftar
Mantul,5,Positif,mantul
Bagus bangettttt,5,Positif,bagus bangettttt
Sangat membantu Q,5,Positif,sangat membantu q
Aplikasi ini sangat membantu ketika saya ingin mengecek kesehatan,5,Positif,aplikasi ini sangat membantu ketika saya ingin mengecek kesehatan
"aplikasi ini baguss bangett, mudah juga daftar nya",5,Positif,aplikasi ini baguss bangett mudah juga daftar nya
baik,5,Positif,baik
mantapp,5,Positif,mantapp
bagussss,5,Positif,bagussss
Aplikasi nya bagus banget buat memeriksa kesehatan,5,Positif,aplikasi nya bagus banget buat memeriksa kesehatan
bagus buat jaga kesehatan,4,Positif,bagus buat jaga kesehatan
Kaga bisa login .payah,1,Negatif,kaga bisa login payah
"Yang bener lah Email udah bener tapi ga bisa munculin akun gimana si,ini sertifikat vaksin penting banget loh",1,Negatif,yang bener lah email sudah bener tapi ga bisa munculin akun gimana siini sertifikat vaksin penting banget loh
Aplikasi ini sangat membantu dalam mengetahui kesehatan tubuh kita ☺🙏,5,Positif,aplikasi ini sangat membantu dalam mengetahui kesehatan tubuh kita
Aplikasi kesehatan paling top markotop,5,Positif,aplikasi kesehatan paling top markotop
"Aplikasi ini bergunaa banget biar kita lebih care lagi terhadap kebersihan, dan kesehatan diri dan sekitar kitaa..",5,Positif,aplikasi ini bergunaa banget biar kita lebih care lagi terhadap kebersihan dan kesehatan diri dan sekitar kitaa
baguss,5,Positif,baguss
aplikasi ga jelas orang lupa pin di suruh update informasi kontak atau email setelah di ganti masih tetap saja di suruh update lagi mending pecat aja developer nya daripada nyusahin pengguna terus,1,Negatif,aplikasi ga jelas orang lupa pin di suruh update informasi kontak atau email setelah di ganti masih tetap saja di suruh update lagi mending pecat saja developer nya daripada nyusahin pengguna terus
Koplak imel ku blm terdagtar d blg udh ter daftar giliran masukin imel malah gak bisa,2,Negatif,koplak imel ku belum terdagtar d blg sudah ter daftar giliran masukin imel malah tidak bisa
"Aplikasinya bagus, Cocok untuk pemantauan kesehatan disegala umur, berguna banget buat masyarakat",5,Positif,aplikasinya bagus cocok untuk pemantauan kesehatan disegala umur berguna banget buat masyarakat
Sangat bagus untuk saya mengetahui tentang kesehatan tubuh sya :),5,Positif,sangat bagus untuk saya mengetahui tentang kesehatan tubuh sya
Ok bagus dpt bermanfaat pada kesehatan.,5,Positif,ok bagus dapat bermanfaat pada kesehatan
aplikasi ini ga bisa dipakai buat perbaikan data di email pun entah orang orang yg kerja dibagian ini sepertinya tidak niat bekerja dari pada menyulitkan orang lain lebih baik kalian tidak usah bekerja,1,Negatif,aplikasi ini ga bisa dipakai buat perbaikan data di email pun entah orang orang yang kerja dibagian ini sepertinya tidak niat bekerja dari pada menyulitkan orang lain lebih baik kalian tidak usah bekerja
Demi kesehatan,1,Negatif,demi kesehatan
aplikasi yg bagus,4,Positif,aplikasi yang bagus
Selamat bekerja,5,Positif,selamat bekerja
Luaaaaaaar Biaaaaasa,5,Positif,luaaaaaaar biaaaaasa
"Ko saya gabisa login ya,padahal sudah daftar tpi email sma no malah tidak terdaftar anehh,bikin emosiiii,pengaduan jga ga ada respon yang tepatt.",1,Negatif,ko saya gabisa login yapadahal sudah daftar tpi email sma no malah tidak terdaftar anehhbikin emosiiiipengaduan jga ga ada respon yang tepatt
Mohon maaf ini kenapa sertifikat vaksinasi saya tidak bisa didownload ya?,1,Negatif,mohon maaf ini kenapa sertifikat vaksinasi saya tidak bisa didownload ya
"Satu sehat Sejuta sakit kepala. Anak IT bergaji rendah sajapum sangat mudah membuat aplikasi seperti ini. Ini ... gaji sudah tinggi tunjangan besar , hanya membuat data personal saja , seperti ini buruknya .... Betul betul betul sakit kepala ku",1,Negatif,satu sehat sejuta sakit kepala anak it bergaji rendah sajapum sangat mudah membuat aplikasi seperti ini ini gaji sudah tinggi tunjangan besar hanya membuat data personal saja seperti ini buruknya betul betul betul sakit kepala ku
Baru download kok hp saya langsung eror gimana sihhh,1,Negatif,baru download kok hp saya langsung eror gimana sihhh
najis banget nih aplikasi pemerintah,1,Negatif,najis banget nih aplikasi pemerintah
"Saran bisa verif pake KYC dong, gaperlu Dateng",1,Negatif,saran bisa verif pakai kyc dong gaperlu dateng
Ok,4,Positif,ok
Saya sdh instal tapi saat memasukkan email dikatakan belum terdaftar saat mendaftar dibilang emailnya sdh terdaftar. Jadi bagaimana mau masuk. Mohon petunjuk.tks,1,Negatif,saya sudah instal tapi saat memasukkan email dikatakan belum terdaftar saat mendaftar dibilang emailnya sudah terdaftar jadi bagaimana mau masuk mohon petunjuktks
Bagus,5,Positif,bagus
aplikasinya ribet banget😭 Plisss mau login aja di persulit,1,Negatif,aplikasinya ribet banget plisss mau login saja di persulit
"Aplikasi pembodohan, tololll, aplikasi bikin mati jutaan orang",1,Negatif,aplikasi pembodohan tololll aplikasi bikin mati jutaan orang
Aplikasi rusak ga bisa log in goblokk,1,Negatif,aplikasi rusak ga bisa log in goblokk
"Ga jelass, dafar susah giliran udah daftar login nya ga bisaa Tolong lahhh Helpdesk nya juga ga jelas",1,Negatif,ga jelass dafar susah giliran sudah daftar login nya ga bisa tolong lahhh helpdesk nya juga ga jelas
"Gawat ini aplikasi hoak rupanya Medical checkup, hanya ngambil data kita aja padahal resmi pemerintah.",1,Negatif,gawat ini aplikasi hoak rupanya medical checkup hanya ngambil data kita saja padahal resmi pemerintah
Luar biasa,5,Positif,luar biasa
bad,1,Negatif,bad
Perasaan dlu msuk cuma pake NIK aj.. Skrng mkin ribet,1,Negatif,perasaan dlu msuk cuma pakai nik aj skrng mkin ribet
Aplikasi sangat Lambat,1,Negatif,aplikasi sangat lambat
aplikasi mantap nih,5,Positif,aplikasi mantap nih
Penjahat lokal mereka 💩🐕‍🦺,1,Negatif,penjahat lokal mereka
"Tolong diperbaiki lagi. Verivikasi nomor kodenya udah bener,tapi keteranganya salah Mulu, heran",2,Negatif,tolong diperbaiki lagi verivikasi nomor kodenya sudah benertapi keteranganya salah mulu heran
Aplikasi yang sangat buruk dari segi proses dan verifikasi data,1,Negatif,aplikasi yang sangat buruk dari segi proses dan verifikasi data
